price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,age_house,building_renewal,statezip
525000.0,3.0,1.75,1600.0,6120.0,1.5,0.0,3.0,0.0,90,3,WA 98115
394475.0,2.0,1.0,830.0,4000.0,1.0,0.0,3.0,0.0,59,9,WA 98117
339950.0,3.0,1.0,1050.0,5402.0,1.5,0.0,4.0,0.0,108,24,WA 98144
715000.0,4.0,2.25,2060.0,5649.0,1.0,0.0,5.0,700.0,73,73,WA 98199
458000.0,3.0,1.0,1660.0,7500.0,1.0,0.0,4.0,600.0,74,13,WA 98125
607500.0,5.0,1.75,2220.0,6000.0,1.5,0.0,3.0,800.0,91,16,WA 98199
400000.0,2.0,1.0,980.0,2130.0,1.0,0.0,4.0,120.0,96,40,WA 98117
300000.0,3.0,1.0,1260.0,8280.0,1.0,0.0,3.0,0.0,68,68,WA 98115
185000.0,3.0,1.0,1150.0,8100.0,1.0,0.0,3.0,0.0,82,82,WA 98168
451555.0,2.0,1.0,1320.0,4520.0,1.0,1.0,3.0,0.0,102,43,WA 98116
349950.0,3.0,1.0,1400.0,7066.0,1.0,0.0,3.0,0.0,57,14,WA 98125
613000.0,4.0,2.0,1550.0,4815.0,1.5,0.0,3.0,0.0,105,10,WA 98103
197500.0,3.0,1.0,980.0,3090.0,1.5,0.0,3.0,0.0,111,9,WA 98118
1255000.0,4.0,2.5,3200.0,7535.0,2.0,0.0,3.0,0.0,8,8,WA 98105
575000.0,2.0,1.0,1490.0,6000.0,1.0,0.0,3.0,400.0,68,68,WA 98112
585000.0,5.0,1.75,2000.0,3750.0,2.0,0.0,4.0,0.0,93,93,WA 98103
790000.0,3.0,1.75,1790.0,6117.0,1.0,2.0,3.0,440.0,74,18,WA 98199
744000.0,4.0,3.0,1980.0,5352.0,2.5,0.0,3.0,0.0,73,9,WA 98136
312500.0,2.0,1.0,880.0,6345.0,1.0,0.0,3.0,0.0,95,13,WA 98106
495000.0,4.0,2.0,2050.0,4000.0,1.5,0.0,5.0,840.0,73,73,WA 98144
640000.0,4.0,2.0,2560.0,7798.0,1.0,0.0,4.0,670.0,67,26,WA 98115
295000.0,3.0,1.5,850.0,2500.0,1.0,0.0,3.0,0.0,28,28,WA 98106
343000.0,4.0,1.75,2290.0,10290.0,1.0,0.0,3.0,950.0,54,2,WA 98146
467000.0,3.0,1.0,1660.0,6582.0,1.0,0.0,5.0,660.0,68,68,WA 98133
512500.0,3.0,2.5,1840.0,2875.0,2.0,0.0,4.0,0.0,17,17,WA 98116
465000.0,3.0,1.75,1410.0,6886.0,1.0,0.0,3.0,0.0,90,1,WA 98133
340000.0,3.0,1.75,1960.0,8136.0,1.0,0.0,3.0,980.0,66,20,WA 98106
497000.0,4.0,2.5,2240.0,7200.0,2.0,0.0,3.0,0.0,19,19,WA 98118
344000.0,3.0,2.5,1232.0,1130.0,3.0,0.0,3.0,0.0,7,7,WA 98125
312000.0,3.0,2.25,1490.0,974.0,2.0,0.0,3.0,270.0,5,5,WA 98106
350000.0,1.0,1.0,700.0,5100.0,1.0,0.0,3.0,0.0,72,15,WA 98115
408200.0,3.0,2.5,1800.0,5761.0,2.0,0.0,4.0,0.0,24,24,WA 98106
451000.0,3.0,1.75,1560.0,4049.0,1.5,2.0,3.0,560.0,88,11,WA 98126
799000.0,4.0,3.25,3120.0,5000.0,2.0,0.0,3.0,750.0,9,9,WA 98115
490000.0,3.0,2.0,1450.0,2400.0,1.5,0.0,3.0,0.0,114,11,WA 98107
342000.0,3.0,1.0,1260.0,6826.0,1.0,0.0,3.0,540.0,70,70,WA 98125
724800.0,3.0,2.0,2050.0,3933.0,1.0,0.0,3.0,870.0,88,13,WA 98112
605000.0,2.0,1.0,910.0,3600.0,1.0,0.0,4.0,0.0,105,25,WA 98119
785000.0,3.0,2.0,2180.0,5440.0,1.0,0.0,5.0,1080.0,110,110,WA 98103
565000.0,3.0,2.25,1520.0,1221.0,3.0,0.0,3.0,0.0,1,91,WA 98107
875000.0,3.0,2.0,2220.0,6641.0,1.0,2.0,4.0,1000.0,67,26,WA 98199
620000.0,3.0,2.25,1720.0,4000.0,1.5,0.0,4.0,270.0,93,93,WA 98105
245000.0,2.0,1.0,870.0,6150.0,1.0,0.0,3.0,0.0,73,20,WA 98106
238000.0,3.0,2.0,1020.0,1204.0,2.0,0.0,3.0,300.0,10,11,WA 98126
523000.0,3.0,1.5,1260.0,3135.0,1.5,0.0,3.0,0.0,83,83,WA 98116
375000.0,3.0,1.5,1100.0,1751.0,2.0,0.0,3.0,160.0,7,7,WA 98144
540000.0,1.0,1.0,1140.0,6700.0,1.5,0.0,3.0,0.0,94,35,WA 98103
605000.0,3.0,2.25,1290.0,2500.0,2.0,0.0,4.0,0.0,27,27,WA 98112
490000.0,2.0,1.0,1160.0,5000.0,1.0,0.0,4.0,0.0,77,77,WA 98117
341000.0,3.0,2.5,1480.0,1663.0,2.0,0.0,3.0,300.0,2,102,WA 98126
500000.0,2.0,2.5,1310.0,1500.0,2.0,0.0,3.0,150.0,8,8,WA 98122
410000.0,3.0,2.0,1700.0,4250.0,1.0,0.0,3.0,810.0,70,70,WA 98199
488000.0,2.0,2.0,1360.0,4688.0,1.0,0.0,3.0,580.0,70,70,WA 98115
592500.0,2.0,2.0,1420.0,9191.0,1.5,2.0,5.0,0.0,86,44,WA 98115
475000.0,2.0,1.0,1490.0,3825.0,1.0,0.0,3.0,630.0,85,85,WA 98117
487250.0,4.0,2.0,1690.0,3250.0,1.5,0.0,3.0,140.0,113,113,WA 98103
440000.0,2.0,1.5,1010.0,1968.0,1.5,0.0,5.0,0.0,108,108,WA 98107
462000.0,3.0,1.5,1710.0,4500.0,1.5,0.0,3.0,300.0,86,60,WA 98118
560000.0,4.0,1.0,1660.0,4690.0,1.5,0.0,3.0,400.0,69,4,WA 98117
285000.0,4.0,1.75,2080.0,13629.0,1.0,0.0,4.0,1040.0,59,5,WA 98178
690000.0,3.0,2.0,1610.0,5100.0,1.5,0.0,5.0,0.0,74,74,WA 98115
411000.0,4.0,2.75,2500.0,5257.0,2.0,0.0,3.0,0.0,48,51,WA 98118
